frame_idx,time_sec,type,track_id,score,bbox,contributors,image_path
537,21.48,loitering,31,43.75,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 15.0, ""bbox"": [568.4782102401994, 121.75258320641937, 32.58550099102487, 106.16355772747244], ""center"": [584.7709607357118, 174.83436207015558]}]",data/output/frames/03_frame000537_loitering_track31_20250823_204449_718.jpg
553,22.12,loitering,34,43.75,"[0, 0, 0, 0]","[{""track_id"": 34, ""dwell_seconds"": 15.0, ""bbox"": [384.3363748428018, 115.62174163072474, 35.272483052333925, 112.58983025708118], ""center"": [401.9726163689687, 171.91665675926532]}]",data/output/frames/03_frame000553_loitering_track34_20250823_204450_200.jpg
567,22.68,loitering,31,45.25,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 16.2, ""bbox"": [565.9751086947118, 121.66796696382235, 33.17660625592702, 106.57555322844814], ""center"": [582.5634118226753, 174.95574357804642]}]",data/output/frames/03_frame000567_loitering_track31_20250823_204450_630.jpg
597,23.88,loitering,31,46.75,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 17.4, ""bbox"": [565.5784503453813, 121.63602714970395, 34.906542664964334, 106.39581844843507], ""center"": [583.0317216778634, 174.8339363739215]}]",data/output/frames/03_frame000597_loitering_track31_20250823_204451_619.jpg
627,25.08,loitering,31,48.25,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 18.6, ""bbox"": [564.4286427728944, 122.67482785941363, 28.55405986735144, 100.63314955503455], ""center"": [578.7056727065701, 172.9914026369309]}]",data/output/frames/03_frame000627_loitering_track31_20250823_204452_685.jpg
657,26.28,loitering,31,49.75,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 19.8, ""bbox"": [545.3245955829744, 123.20517937223379, 32.4441755128431, 105.23665283641493], ""center"": [561.5466833393959, 175.82350579044126]}]",data/output/frames/03_frame000657_loitering_track31_20250823_204453_669.jpg
687,27.48,loitering,31,51.25,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 21.0, ""bbox"": [542.4338623949297, 123.91837739451711, 37.659453192803845, 104.3179990941284], ""center"": [561.2635889913316, 176.0773769415813]}]",data/output/frames/03_frame000687_loitering_track31_20250823_204454_626.jpg
717,28.68,loitering,31,52.75,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 22.2, ""bbox"": [542.3015966679939, 119.92827398590035, 37.755946792545394, 108.95819623970692], ""center"": [561.1795700642666, 174.4073721057538]}]",data/output/frames/03_frame000717_loitering_track31_20250823_204455_582.jpg
747,29.88,loitering,31,54.25,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 23.4, ""bbox"": [561.1183470429835, 119.8817106605738, 25.80449632030991, 102.05726038872835], ""center"": [574.0205952031384, 170.91034085493797]}]",data/output/frames/03_frame000747_loitering_track31_20250823_204456_545.jpg
777,31.08,loitering,31,55.75,"[0, 0, 0, 0]","[{""track_id"": 31, ""dwell_seconds"": 24.6, ""bbox"": [565.0295318948106, 119.98677520574657, 28.999339896142736, 94.71945307852411], ""center"": [579.529201842882, 167.34650174500862]}]",data/output/frames/03_frame000777_loitering_track31_20250823_204457_556.jpg
830,33.2,loitering,60,43.8,"[0, 0, 0, 0]","[{""track_id"": 60, ""dwell_seconds"": 15.0, ""bbox"": [461.74534879332566, 125.02816708202472, 38.85616961753919, 102.35594168913232], ""center"": [481.17343360209526, 176.20613792659088]}]",data/output/frames/03_frame000830_loitering_track60_20250823_204459_207.jpg
860,34.4,loitering,60,45.3,"[0, 0, 0, 0]","[{""track_id"": 60, ""dwell_seconds"": 16.2, ""bbox"": [491.0458416270615, 119.18328851032355, 26.88148306484716, 106.33738165161802], ""center"": [504.4865831594851, 172.35197933613256]}]",data/output/frames/03_frame000860_loitering_track60_20250823_204500_146.jpg
890,35.6,loitering,60,46.8,"[0, 0, 0, 0]","[{""track_id"": 60, ""dwell_seconds"": 17.4, ""bbox"": [533.171038189067, 121.7234973990884, 25.690639063755704, 101.4526048763449], ""center"": [546.0163577209448, 172.44979983726085]}]",data/output/frames/03_frame000890_loitering_track60_20250823_204501_134.jpg
920,36.8,loitering,60,48.3,"[0, 0, 0, 0]","[{""track_id"": 60, ""dwell_seconds"": 18.6, ""bbox"": [575.5458762998752, 119.10845523860276, 24.86270099197277, 101.3050488228804], ""center"": [587.9772267958616, 169.76097965004294]}]",data/output/frames/03_frame000920_loitering_track60_20250823_204502_091.jpg
